Repository,Visibility,BranchCount,DefaultBranch,PrimaryLanguage,SizeKB,Created,LastUpdated,Description,HTTPS_URL,SSH_URL,TeamAccess
"onlinesales-ai/osmos-lead-form","private","1","main","TypeScript","328","2025-07-04T14:02:30Z","2025-08-06T09:51:03Z","","https://github.com/onlinesales-ai/osmos-lead-form","git@github.com:onlinesales-ai/osmos-lead-form.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/osmos-automation","private","1","main","TypeScript","7","2025-07-06T14:18:02Z","2025-07-06T14:20:26Z","Automation powered by playwrite for OSMOS Projects; ","https://github.com/onlinesales-ai/osmos-automation","git@github.com:onlinesales-ai/osmos-automation.git","No team assigned"
"onlinesales-ai/ad-server-api-scripts","private","1","main","JavaScript","4","2025-07-07T19:22:23Z","2025-07-11T19:14:06Z","","https://github.com/onlinesales-ai/ad-server-api-scripts","git@github.com:onlinesales-ai/ad-server-api-scripts.git","No team assigned"
"onlinesales-ai/flutter-osmos-sdk-source","private","1","main","N/A","0","2025-07-08T05:46:58Z","2025-07-08T05:47:02Z","","https://github.com/onlinesales-ai/flutter-osmos-sdk-source","git@github.com:onlinesales-ai/flutter-osmos-sdk-source.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-sdk(read); osmos-sdk-admin(admin); osmos-sdk-write(write)"
"onlinesales-ai/flutter-os-sdk","private","1","main","N/A","21506","2025-07-08T05:47:23Z","2025-07-08T05:47:27Z","","https://github.com/onlinesales-ai/flutter-os-sdk","git@github.com:onlinesales-ai/flutter-os-sdk.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-sdk(read); osmos-sdk-admin(admin); osmos-sdk-write(write)"
"onlinesales-ai/osmos-flutter-sdk","private","1","main","N/A","0","2025-07-08T05:47:50Z","2025-07-08T05:47:53Z","","https://github.com/onlinesales-ai/osmos-flutter-sdk","git@github.com:onlinesales-ai/osmos-flutter-sdk.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/engageService-api-qa","private","1","main","JavaScript","200","2025-07-14T05:54:51Z","2025-07-14T08:05:55Z","","https://github.com/onlinesales-ai/engageService-api-qa","git@github.com:onlinesales-ai/engageService-api-qa.git","osmos-rms(read); osmos-rms-admin(admin); osmos-rms-ui-write(read); osmos-rms-write(write)"
"onlinesales-ai/os-terraform","private","1","release","HCL","1919","2025-07-23T05:35:06Z","2026-02-23T10:31:59Z","A terraform repository for staging environment","https://github.com/onlinesales-ai/os-terraform","git@github.com:onlinesales-ai/os-terraform.git","frigga-cloud(admin); infra-admin(admin)"
"onlinesales-ai/ArgoCD-Stage","private","1","main","Go Template","3327","2025-07-23T07:33:10Z","2026-02-24T05:26:31Z","ArgoCD stage repository","https://github.com/onlinesales-ai/ArgoCD-Stage","git@github.com:onlinesales-ai/ArgoCD-Stage.git","dev(read); frigga-cloud(admin); infra-admin(admin); osmos-client-delight-admin(admin)"
"onlinesales-ai/osSolrLoaderApp","private","1","release_1.0","Python","70147","2025-07-23T11:43:00Z","2026-02-19T08:10:12Z","","https://github.com/onlinesales-ai/osSolrLoaderApp","git@github.com:onlinesales-ai/osSolrLoaderApp.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write); osmos-performance(read); osmos-performance-admin(admin); osmos-performance-write(write); osmos-rms(read); osmos-rms-admin(read); osmos-rms-ui-write(read); osmos-rms-write(read)"
"onlinesales-ai/butlerService-argocd-stag","private","1","release_1.0","JavaScript","285","2025-07-25T06:31:40Z","2025-07-25T07:14:27Z","","https://github.com/onlinesales-ai/butlerService-argocd-stag","git@github.com:onlinesales-ai/butlerService-argocd-stag.git","No team assigned"
"onlinesales-ai/plaAdServer-frigga","private","1","main","JavaScript","348","2025-07-30T09:33:01Z","2025-10-08T08:30:20Z","","https://github.com/onlinesales-ai/plaAdServer-frigga","git@github.com:onlinesales-ai/plaAdServer-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/revXAdServerNodeV2-frigga","private","1","main","JavaScript","182","2025-07-30T09:38:44Z","2025-10-08T08:32:11Z","","https://github.com/onlinesales-ai/revXAdServerNodeV2-frigga","git@github.com:onlinesales-ai/revXAdServerNodeV2-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/brandAdServerV2-frigga","private","1","main","JavaScript","199","2025-07-30T09:41:29Z","2026-01-05T10:28:17Z","","https://github.com/onlinesales-ai/brandAdServerV2-frigga","git@github.com:onlinesales-ai/brandAdServerV2-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/fileBasedAudienceSync","private","1","release_1.0","Python","72","2025-08-04T12:25:28Z","2025-11-20T06:41:36Z","","https://github.com/onlinesales-ai/fileBasedAudienceSync","git@github.com:onlinesales-ai/fileBasedAudienceSync.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/tech-doc-template","private","1","main","N/A","64","2025-08-05T07:10:18Z","2025-08-05T07:22:12Z","","https://github.com/onlinesales-ai/tech-doc-template","git@github.com:onlinesales-ai/tech-doc-template.git","dev(write)"
"onlinesales-ai/trackm","private","1","release","JavaScript","18565","2025-08-05T12:36:29Z","2026-02-19T06:44:54Z","TrackM is an application which is used to track events from our clients. This will push data to the relevant tables.","https://github.com/onlinesales-ai/trackm","git@github.com:onlinesales-ai/trackm.git","dev-external-contractors(write); frigga-cloud(write); osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-data(read); osmos-data-admin(admin); osmos-data-write(write)"
"onlinesales-ai/trackM_old","private","1","main","N/A","0","2025-08-06T12:16:49Z","2025-09-02T06:26:19Z","","https://github.com/onlinesales-ai/trackM_old","git@github.com:onlinesales-ai/trackM_old.git","No team assigned"
"onlinesales-ai/tiktokLauncher-temp","private","1","main","N/A","0","2025-08-06T14:00:40Z","2025-08-06T15:18:55Z","Launcher - specific for tiktok ads","https://github.com/onlinesales-ai/tiktokLauncher-temp","git@github.com:onlinesales-ai/tiktokLauncher-temp.git","osmos-offsite-admin(write); osmos-offsite-write(write); osmso-offsite(write)"
"onlinesales-ai/tiktokLauncher","private","1","main","N/A","341","2025-08-06T15:19:53Z","2025-09-11T10:55:27Z","Launcher for vendor tiktok","https://github.com/onlinesales-ai/tiktokLauncher","git@github.com:onlinesales-ai/tiktokLauncher.git","osmos-offsite-admin(admin); osmos-offsite-write(write); osmso-offsite(read)"
"onlinesales-ai/osmos-react-native-sdk","private","1","main","TypeScript","884","2025-08-07T06:26:56Z","2026-01-23T05:50:37Z","","https://github.com/onlinesales-ai/osmos-react-native-sdk","git@github.com:onlinesales-ai/osmos-react-native-sdk.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/launcherSharedLib","private","1","mainline","Python","251","2025-08-07T10:25:50Z","2025-09-20T09:59:55Z","python based shared library for launcher to be used across multiple vendors","https://github.com/onlinesales-ai/launcherSharedLib","git@github.com:onlinesales-ai/launcherSharedLib.git","osmos-offsite-admin(write); osmos-offsite-write(write); osmso-offsite(write)"
"onlinesales-ai/portfolioBidStrategyUpdater","private","1","release_1.0","Python","105","2025-08-12T10:05:14Z","2025-09-02T08:33:22Z","Python application that manages Google Ads portfolio bidding strategies and budget allocation across marketing campaigns. ","https://github.com/onlinesales-ai/portfolioBidStrategyUpdater","git@github.com:onlinesales-ai/portfolioBidStrategyUpdater.git","hyperlocal(admin); hyperlocal-admin(admin); hyperlocal-write(admin); osmos-offsite-write(maintain)"
"onlinesales-ai/hyperlocal-microsite-monitor","private","1","main","JavaScript","304","2025-08-12T11:52:34Z","2026-02-22T05:58:24Z","","https://github.com/onlinesales-ai/hyperlocal-microsite-monitor","git@github.com:onlinesales-ai/hyperlocal-microsite-monitor.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/mediaRubyScripts","private","1","main","Ruby","69","2025-08-18T06:54:37Z","2025-10-07T11:11:07Z","media team ruby scripts","https://github.com/onlinesales-ai/mediaRubyScripts","git@github.com:onlinesales-ai/mediaRubyScripts.git","osmos-client-delight(read); osmos-client-delight-admin(read); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(maintain)"
"onlinesales-ai/osmos-react-native-sdk-demo","private","1","main","TypeScript","491","2025-08-21T10:03:34Z","2025-09-29T06:00:33Z","","https://github.com/onlinesales-ai/osmos-react-native-sdk-demo","git@github.com:onlinesales-ai/osmos-react-native-sdk-demo.git","osmos-sdk(read); osmos-sdk-admin(admin); osmos-sdk-write(write)"
"onlinesales-ai/hyperlocal-india","private","1","main","HTML","4","2025-08-21T12:48:09Z","2025-08-21T13:07:52Z","https://hyperlocal-india.com/","https://github.com/onlinesales-ai/hyperlocal-india","git@github.com:onlinesales-ai/hyperlocal-india.git","No team assigned"
"onlinesales-ai/osTiktokAdsClient","private","1","mainline","Python","202","2025-08-22T06:10:13Z","2025-09-18T11:49:05Z","Tiktok specific python shared client for osmos","https://github.com/onlinesales-ai/osTiktokAdsClient","git@github.com:onlinesales-ai/osTiktokAdsClient.git","frigga-cloud(write); osmos-offsite-write(write)"
"onlinesales-ai/offsiteReportProject","private","1","mainline","N/A","164","2025-08-22T06:44:00Z","2025-09-11T10:54:20Z","Python reporting application for offsite","https://github.com/onlinesales-ai/offsiteReportProject","git@github.com:onlinesales-ai/offsiteReportProject.git","osmos-offsite-write(write)"
"onlinesales-ai/mediaPythonScripts","private","1","main","Python","858","2025-08-22T12:34:13Z","2026-02-09T12:45:04Z","media team python scripts","https://github.com/onlinesales-ai/mediaPythonScripts","git@github.com:onlinesales-ai/mediaPythonScripts.git","osmos-client-delight(read); osmos-client-delight-admin(read); osmos-client-delight-write(write); osmos-data-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(maintain); osmos-performance(write); osmos-performance-admin(write); osmos-performance-write(write); osmos-rms-write(write)"
"onlinesales-ai/osAudienceUpdator","private","1","main","Python","170","2025-08-25T12:36:46Z","2026-01-09T07:07:45Z","osAudienceUpdator","https://github.com/onlinesales-ai/osAudienceUpdator","git@github.com:onlinesales-ai/osAudienceUpdator.git","osmos-client-delight(read); osmos-client-delight-admin(admin); osmos-client-delight-write(maintain); osmos-media(read); osmos-media-admin(admin); osmos-media-write(maintain); osmos-offsite-admin(admin); osmos-offsite-write(maintain); osmos-rms(read); osmos-rms-admin(admin); osmos-rms-ui-write(read); osmos-rms-write(read)"
"onlinesales-ai/configs","private","1","main","N/A","1","2025-08-26T05:36:38Z","2025-08-26T05:36:42Z","To keep all configs; generic and client specific in one place","https://github.com/onlinesales-ai/configs","git@github.com:onlinesales-ai/configs.git","No team assigned"
"onlinesales-ai/argocd-management-cluster","private","1","main","HCL","166","2025-08-27T02:21:45Z","2025-08-27T02:22:32Z","","https://github.com/onlinesales-ai/argocd-management-cluster","git@github.com:onlinesales-ai/argocd-management-cluster.git","frigga-cloud(admin)"
"onlinesales-ai/handleSearchAccounts","private","1","main","Java","21","2025-08-27T06:48:20Z","2025-09-04T11:49:44Z","handleSearchAccounts Github Repo","https://github.com/onlinesales-ai/handleSearchAccounts","git@github.com:onlinesales-ai/handleSearchAccounts.git","No team assigned"
"onlinesales-ai/fileBasedStoreFeedSync","private","1","main","Python","17","2025-08-28T09:22:22Z","2025-10-13T08:33:51Z","","https://github.com/onlinesales-ai/fileBasedStoreFeedSync","git@github.com:onlinesales-ai/fileBasedStoreFeedSync.git","No team assigned"
"onlinesales-ai/storeFeedSync","private","1","release","Python","126","2025-08-29T06:48:27Z","2026-01-16T17:18:51Z","","https://github.com/onlinesales-ai/storeFeedSync","git@github.com:onlinesales-ai/storeFeedSync.git","osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media-write(write); osmos-rms(read); osmos-rms-admin(admin); osmos-rms-ui-write(read); osmos-rms-write(write)"
"onlinesales-ai/BQ-Table-Merger","private","1","release_1.0","Python","2698","2025-08-31T18:14:03Z","2025-10-06T14:00:17Z","","https://github.com/onlinesales-ai/BQ-Table-Merger","git@github.com:onlinesales-ai/BQ-Table-Merger.git","No team assigned"
"onlinesales-ai/ArgoCD-Prod","private","1","main","Shell","952","2025-09-02T06:35:10Z","2026-02-24T05:50:07Z","Production Repo for ArgoCD","https://github.com/onlinesales-ai/ArgoCD-Prod","git@github.com:onlinesales-ai/ArgoCD-Prod.git","dev(read); frigga-cloud(write); infra-admin(admin); osmos-client-delight-write(read)"
"onlinesales-ai/onboardingScripts","private","1","main","Python","2686","2025-09-03T06:02:32Z","2026-02-23T10:11:14Z","Repository for scripts used during agency onboarding","https://github.com/onlinesales-ai/onboardingScripts","git@github.com:onlinesales-ai/onboardingScripts.git","dev(read); hyperlocal-admin(admin); hyperlocal-write(write); infra-admin(admin); instore-admin(admin); osmos-client-delight(write); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-data(read); osmos-data-admin(admin); osmos-data-write(write); osmos-media-admin(admin); osmos-media-write(write); osmos-offsite-admin(admin); osmos-performance(write); osmos-performance-admin(admin); osmos-performance-write(write); osmos-rms(write); osmos-rms-admin(admin); osmos-rms-ui-write(write); osmos-rms-write(write)"
"onlinesales-ai/ds-opc-classification-prediction","private","1","main","N/A","13","2025-09-03T12:49:45Z","2025-09-04T07:36:02Z","ds-opc-classification-prediction","https://github.com/onlinesales-ai/ds-opc-classification-prediction","git@github.com:onlinesales-ai/ds-opc-classification-prediction.git","osmos-performance(write); osmos-performance-admin(write); osmos-performance-write(write)"
"onlinesales-ai/ui-onboarding","private","1","main","TypeScript","462","2025-09-08T05:45:56Z","2026-01-23T08:49:35Z","","https://github.com/onlinesales-ai/ui-onboarding","git@github.com:onlinesales-ai/ui-onboarding.git","ui(read); ui-admin(admin); ui-write(write)"
"onlinesales-ai/instoreAdServer","private","1","release","JavaScript","405","2025-09-11T13:24:45Z","2026-02-18T14:31:45Z","","https://github.com/onlinesales-ai/instoreAdServer","git@github.com:onlinesales-ai/instoreAdServer.git","frigga-cloud(write); instore(read); instore-admin(admin); instore-write(write); osmos-data(read); osmos-data-admin(read); osmos-data-write(read)"
"onlinesales-ai/-","private","1","main","N/A","0","2025-09-15T06:43:44Z","2025-09-15T06:43:44Z","","https://github.com/onlinesales-ai/-","git@github.com:onlinesales-ai/-.git","No team assigned"
"onlinesales-ai/v0-in-store-screen-registration-v2","private","1","main","TypeScript","163","2025-09-15T14:19:04Z","2026-02-18T13:56:27Z","","https://github.com/onlinesales-ai/v0-in-store-screen-registration-v2","git@github.com:onlinesales-ai/v0-in-store-screen-registration-v2.git","product-team(write)"
"onlinesales-ai/osSvcClient4pyV2-frigga","private","1","main","Python","245","2025-09-16T06:27:44Z","2025-09-16T06:28:40Z","","https://github.com/onlinesales-ai/osSvcClient4pyV2-frigga","git@github.com:onlinesales-ai/osSvcClient4pyV2-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/os-2c2p-client","private","1","release","JavaScript","20","2025-09-17T09:34:58Z","2025-09-29T05:36:15Z","","https://github.com/onlinesales-ai/os-2c2p-client","git@github.com:onlinesales-ai/os-2c2p-client.git","dev(write); frigga-cloud(admin)"
"onlinesales-ai/os-async-jobs-shared","private","1","release","JavaScript","137","2025-09-17T09:49:03Z","2026-02-03T13:49:10Z","","https://github.com/onlinesales-ai/os-async-jobs-shared","git@github.com:onlinesales-ai/os-async-jobs-shared.git","dev(write)"
"onlinesales-ai/os-aws-client","private","1","release","JavaScript","13","2025-09-17T09:50:25Z","2025-09-22T09:59:25Z","","https://github.com/onlinesales-ai/os-aws-client","git@github.com:onlinesales-ai/os-aws-client.git","dev(write)"
"onlinesales-ai/os-aws-client-v2","private","1","release","JavaScript","20","2025-09-17T09:51:28Z","2025-09-22T09:59:32Z","","https://github.com/onlinesales-ai/os-aws-client-v2","git@github.com:onlinesales-ai/os-aws-client-v2.git","dev(write)"
"onlinesales-ai/os-bullmq-client","private","1","release","JavaScript","67","2025-09-17T09:52:45Z","2025-09-22T09:59:40Z","","https://github.com/onlinesales-ai/os-bullmq-client","git@github.com:onlinesales-ai/os-bullmq-client.git","dev(write); instore-write(write)"
"onlinesales-ai/os-campaign-cloner-shared","private","1","release","JavaScript","236","2025-09-17T09:53:47Z","2026-02-03T13:37:51Z","","https://github.com/onlinesales-ai/os-campaign-cloner-shared","git@github.com:onlinesales-ai/os-campaign-cloner-shared.git","dev(write)"
"onlinesales-ai/os-clevertap-client","private","1","release","JavaScript","60","2025-09-17T09:56:21Z","2025-09-22T10:17:01Z","","https://github.com/onlinesales-ai/os-clevertap-client","git@github.com:onlinesales-ai/os-clevertap-client.git","dev(write)"
"onlinesales-ai/os-common-middlewares","private","1","release","JavaScript","825","2025-09-17T09:57:04Z","2026-02-03T09:26:29Z","","https://github.com/onlinesales-ai/os-common-middlewares","git@github.com:onlinesales-ai/os-common-middlewares.git","dev(write); dev-external-contractors(write); frigga-cloud(admin); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/os-encryption-util","private","1","release","JavaScript","10","2025-09-17T09:58:24Z","2025-09-22T10:00:58Z","","https://github.com/onlinesales-ai/os-encryption-util","git@github.com:onlinesales-ai/os-encryption-util.git","dev(write)"
"onlinesales-ai/os-finance-payment-lib","private","1","release","JavaScript","21","2025-09-17T09:59:43Z","2025-09-22T10:17:09Z","","https://github.com/onlinesales-ai/os-finance-payment-lib","git@github.com:onlinesales-ai/os-finance-payment-lib.git","dev(write)"
"onlinesales-ai/os-gbm-client","private","1","release","JavaScript","60","2025-09-17T10:00:57Z","2025-09-22T11:15:39Z","","https://github.com/onlinesales-ai/os-gbm-client","git@github.com:onlinesales-ai/os-gbm-client.git","dev(write)"
"onlinesales-ai/os-pyutils-frigga","private","1","main","Python","36","2025-09-17T10:01:17Z","2025-09-17T10:01:40Z","","https://github.com/onlinesales-ai/os-pyutils-frigga","git@github.com:onlinesales-ai/os-pyutils-frigga.git","frigga-cloud(admin)"
"onlinesales-ai/os-glowroad-client","private","1","release","JavaScript","15","2025-09-17T10:03:36Z","2025-09-22T11:15:44Z","","https://github.com/onlinesales-ai/os-glowroad-client","git@github.com:onlinesales-ai/os-glowroad-client.git","dev(write)"
"onlinesales-ai/os-hotstar-client","private","1","release","JavaScript","20","2025-09-17T10:04:20Z","2025-09-22T11:15:48Z","","https://github.com/onlinesales-ai/os-hotstar-client","git@github.com:onlinesales-ai/os-hotstar-client.git","dev(write)"
"onlinesales-ai/os-ifttt-shared","private","1","release","JavaScript","12","2025-09-17T10:05:20Z","2025-09-22T11:15:52Z","","https://github.com/onlinesales-ai/os-ifttt-shared","git@github.com:onlinesales-ai/os-ifttt-shared.git","dev(write)"
"onlinesales-ai/os-kafka-client","private","1","release","JavaScript","6787","2025-09-17T10:09:00Z","2025-09-22T10:18:01Z","","https://github.com/onlinesales-ai/os-kafka-client","git@github.com:onlinesales-ai/os-kafka-client.git","dev(write)"
"onlinesales-ai/os-konga-client","private","1","release","JavaScript","11","2025-09-17T10:10:36Z","2025-09-22T11:15:56Z","","https://github.com/onlinesales-ai/os-konga-client","git@github.com:onlinesales-ai/os-konga-client.git","dev(write)"
"onlinesales-ai/os-moloco-client","private","1","release","JavaScript","21","2025-09-17T10:11:30Z","2025-09-22T11:16:10Z","","https://github.com/onlinesales-ai/os-moloco-client","git@github.com:onlinesales-ai/os-moloco-client.git","dev(write); dev-external-contractors(read); osmos-client-delight-admin(admin)"
"onlinesales-ai/os-novu-client","private","1","release","JavaScript","20","2025-09-17T10:12:22Z","2025-09-22T11:16:18Z","","https://github.com/onlinesales-ai/os-novu-client","git@github.com:onlinesales-ai/os-novu-client.git","dev(write)"
"onlinesales-ai/os-osmos-oauth","private","1","release","JavaScript","19","2025-09-17T10:13:09Z","2025-09-22T11:16:22Z","","https://github.com/onlinesales-ai/os-osmos-oauth","git@github.com:onlinesales-ai/os-osmos-oauth.git","dev(write)"
"onlinesales-ai/os-payu-client","private","1","release","JavaScript","14","2025-09-17T10:14:04Z","2025-09-22T11:16:26Z","","https://github.com/onlinesales-ai/os-payu-client","git@github.com:onlinesales-ai/os-payu-client.git","dev(write)"
"onlinesales-ai/os-razorpay-client","private","1","release","JavaScript","12","2025-09-17T10:15:18Z","2025-09-22T11:16:30Z","","https://github.com/onlinesales-ai/os-razorpay-client","git@github.com:onlinesales-ai/os-razorpay-client.git","dev(write)"
"onlinesales-ai/os-snapdealcod-client","private","1","release","JavaScript","14","2025-09-17T10:17:58Z","2025-09-22T11:16:48Z","","https://github.com/onlinesales-ai/os-snapdealcod-client","git@github.com:onlinesales-ai/os-snapdealcod-client.git","dev(write)"
"onlinesales-ai/os-zoho-books-client","private","1","release","JavaScript","63","2025-09-17T10:20:13Z","2025-09-22T11:16:56Z","","https://github.com/onlinesales-ai/os-zoho-books-client","git@github.com:onlinesales-ai/os-zoho-books-client.git","dev(write)"
"onlinesales-ai/os-zoho-desk-client","private","1","release","JavaScript","13","2025-09-17T10:21:06Z","2025-09-22T11:17:00Z","","https://github.com/onlinesales-ai/os-zoho-desk-client","git@github.com:onlinesales-ai/os-zoho-desk-client.git","dev(write)"
"onlinesales-ai/in-store-screen-registration-API","private","1","main","JavaScript","38","2025-09-19T11:38:29Z","2025-09-26T14:04:10Z","in-store-screen-registration Google Cloud Function","https://github.com/onlinesales-ai/in-store-screen-registration-API","git@github.com:onlinesales-ai/in-store-screen-registration-API.git","instore(write); instore-admin(write); instore-write(write)"
"onlinesales-ai/os-svc-client","private","1","release","JavaScript","228","2025-09-22T10:38:07Z","2026-02-20T05:08:21Z","","https://github.com/onlinesales-ai/os-svc-client","git@github.com:onlinesales-ai/os-svc-client.git","dev(write); dev-external-contractors(write); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media-write(write); osmos-performance-write(write)"
"onlinesales-ai/os-gcp-client","private","1","release","JavaScript","9755","2025-09-22T10:39:48Z","2025-10-17T09:24:23Z","","https://github.com/onlinesales-ai/os-gcp-client","git@github.com:onlinesales-ai/os-gcp-client.git","dev(write); dev-external-contractors(read); osmos-client-delight-admin(admin); osmos-client-delight-write(write)"
"onlinesales-ai/os-campaign-update-shared","private","1","release","JavaScript","38","2025-09-22T11:20:54Z","2025-09-22T11:27:09Z","","https://github.com/onlinesales-ai/os-campaign-update-shared","git@github.com:onlinesales-ai/os-campaign-update-shared.git","dev(write)"
"onlinesales-ai/os-adserver-util","private","1","release","JavaScript","78","2025-09-22T12:06:07Z","2025-12-02T09:14:41Z","","https://github.com/onlinesales-ai/os-adserver-util","git@github.com:onlinesales-ai/os-adserver-util.git","dev(write); frigga-cloud(write); infra-admin(admin)"
"onlinesales-ai/trackm-terraform","private","1","release","HCL","283","2025-09-24T04:53:22Z","2026-01-21T06:40:35Z","","https://github.com/onlinesales-ai/trackm-terraform","git@github.com:onlinesales-ai/trackm-terraform.git","frigga-cloud(admin)"
"onlinesales-ai/instoreConsumer","private","1","release","Python","459","2025-09-24T06:44:07Z","2026-01-28T04:38:09Z","","https://github.com/onlinesales-ai/instoreConsumer","git@github.com:onlinesales-ai/instoreConsumer.git","instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/manager-pulse-dashboard","private","1","master","JavaScript","323","2025-09-25T12:01:44Z","2025-09-25T21:03:41Z","","https://github.com/onlinesales-ai/manager-pulse-dashboard","git@github.com:onlinesales-ai/manager-pulse-dashboard.git","No team assigned"
"onlinesales-ai/athenaJobsV5","private","1","release","Python","548","2025-09-26T09:07:56Z","2026-02-18T12:25:23Z","","https://github.com/onlinesales-ai/athenaJobsV5","git@github.com:onlinesales-ai/athenaJobsV5.git","dev(read); frigga-cloud(write)"
"onlinesales-ai/instoreRedisLoader","private","1","release","Python","466","2025-09-27T06:14:59Z","2026-02-18T14:34:52Z","","https://github.com/onlinesales-ai/instoreRedisLoader","git@github.com:onlinesales-ai/instoreRedisLoader.git","infra-write(write); instore(read); instore-admin(admin); instore-write(write)"
"onlinesales-ai/osmos-pla-auto-keyword-targeting-bid-optimizer","private","1","main","N/A","340","2025-09-29T11:45:39Z","2025-09-29T11:45:43Z","Bid optimizer to handle auto keyword bids.  ","https://github.com/onlinesales-ai/osmos-pla-auto-keyword-targeting-bid-optimizer","git@github.com:onlinesales-ai/osmos-pla-auto-keyword-targeting-bid-optimizer.git","osmos-performance(write); osmos-performance-admin(write); osmos-performance-write(write)"
"onlinesales-ai/trackmConfigs","private","1","stage","N/A","6","2025-09-30T05:59:20Z","2025-09-30T06:02:26Z","","https://github.com/onlinesales-ai/trackmConfigs","git@github.com:onlinesales-ai/trackmConfigs.git","osmos-data(read); osmos-data-admin(read); osmos-data-write(write)"
"onlinesales-ai/bigQueryClientV2","private","1","release","Python","894","2025-09-30T07:17:49Z","2026-02-18T12:23:29Z","","https://github.com/onlinesales-ai/bigQueryClientV2","git@github.com:onlinesales-ai/bigQueryClientV2.git","No team assigned"
"onlinesales-ai/restAccessor4py3","private","1","release","Python","16","2025-09-30T08:40:36Z","2025-10-16T12:04:28Z","A restAccessor utility package for Python 3","https://github.com/onlinesales-ai/restAccessor4py3","git@github.com:onlinesales-ai/restAccessor4py3.git","frigga-cloud(write)"
"onlinesales-ai/hotstarSharedLib","private","1","release","Python","22","2025-09-30T08:41:30Z","2025-10-16T11:42:44Z","Hotstar Shared Library For Python 3","https://github.com/onlinesales-ai/hotstarSharedLib","git@github.com:onlinesales-ai/hotstarSharedLib.git","frigga-cloud(write)"
"onlinesales-ai/osGoogleAdsClient","private","1","release","Python","23","2025-09-30T08:41:32Z","2025-10-16T11:43:17Z","OS Google Ads Client For Python 3","https://github.com/onlinesales-ai/osGoogleAdsClient","git@github.com:onlinesales-ai/osGoogleAdsClient.git","frigga-cloud(write)"
"onlinesales-ai/osSvcClient4pyV2","private","1","release","Python","715","2025-09-30T08:41:34Z","2026-02-23T13:43:25Z","OS Service Client For Python 3","https://github.com/onlinesales-ai/osSvcClient4pyV2","git@github.com:onlinesales-ai/osSvcClient4pyV2.git","cw-python(write); dev(write); dev-external-contractors(write); frigga-cloud(write); infra-admin(admin); osmos-client-delight-admin(admin); osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(read); osmos-media-write(read); osmos-performance-write(write)"
"onlinesales-ai/molocoSharedLib","private","1","release","Python","21","2025-09-30T08:41:36Z","2025-10-16T12:27:13Z","Moloco Shared Library For Python 3","https://github.com/onlinesales-ai/molocoSharedLib","git@github.com:onlinesales-ai/molocoSharedLib.git","frigga-cloud(write)"
"onlinesales-ai/osFacebookClient","private","1","release","Python","74","2025-10-01T09:52:48Z","2026-01-12T13:41:05Z","","https://github.com/onlinesales-ai/osFacebookClient","git@github.com:onlinesales-ai/osFacebookClient.git","frigga-cloud(write); osmos-offsite-admin(admin); osmos-offsite-write(write); osmso-offsite(read)"
"onlinesales-ai/ubidEmailPusher","private","1","main","Python","187","2025-10-06T09:39:06Z","2025-12-10T10:49:33Z","ubidEmailPusher Github Repository","https://github.com/onlinesales-ai/ubidEmailPusher","git@github.com:onlinesales-ai/ubidEmailPusher.git","osmos-client-delight-write(write); osmos-media(read); osmos-media-admin(admin); osmos-media-write(write)"
"onlinesales-ai/osPackageSvcConsumer","private","1","main","N/A","81","2025-10-08T06:32:27Z","2025-10-08T06:32:31Z","osPackageSvc's kafka based consumer","https://github.com/onlinesales-ai/osPackageSvcConsumer","git@github.com:onlinesales-ai/osPackageSvcConsumer.git","osmos-rms-interns(write); osmos-rms-write(write)"
"onlinesales-ai/osmos-nova","private","1","main","JavaScript","1649","2025-10-10T21:38:21Z","2025-10-20T13:25:23Z","A bright new way to work — your intelligent companion that lights up your day. Meet Nova — your new work companion!","https://github.com/onlinesales-ai/osmos-nova","git@github.com:onlinesales-ai/osmos-nova.git","No team assigned"
